,Title,Author,Price,Sales Rank,Genre/Theme,Published Month,Published Year
3019, Desert Notebooks: A Road Map for the End of Time,Ben Ehrenreich,26.0,6640,Biography & Autobiography,Jul,2020
3020, My Best Friend,Julie Fogliano,17.99,6644,Juvenile Fiction,Mar,2020
3021, The Big Book of Bugs,Yuval Zommer,19.95,6645,Juvenile Nonfiction,Apr,2016
3022, Out from Boneville: Bone #1,Jeff Smith,12.99,6648,Juvenile Fiction,Feb,2005
3023, The Empathy Exams: Essays,Leslie Jamison,16.0,6657,Medical,Apr,2014
3024, Shorefall: A Novel,Robert Jackson Bennett,28.0,6658,Fiction,Apr,2020
3025, The Catcher in the Rye,J D Salinger,16.99,6667,Fiction,Nov,2018
3026, Solitary: A Biography (National Book Award Finalist; Pulitzer Prize Finalist),Albert Woodfox,18.0,6675,Social Science,Dec,2019
3027, Native Son,Richard Wright,16.99,6678,Fiction,Aug,2005
3028, Norma Jeane Baker of Troy,Anne Carson,11.95,6681,Performing Arts,Feb,2020
3029, National Geographic Little Kids First Big Book of Where,Jill Esbaum,14.99,6682,Juvenile Nonfiction,Mar,2020
3030, Butcher's Crossing,John Williams,16.95,6683,Fiction,Jan,2007
3031, The Clockmaker's Daughter: A Novel,Kate Morton,17.0,6684,Fiction,May,2019
3032, Okapi Tale,Kramer Jacob,18.95,6691,Juvenile Fiction,Oct,2020
3033," Everyone's Awake: (Read-Aloud Bedtime Book, Goodnight Book for Kids)",Colin Meloy,17.99,6692,Juvenile Fiction,Mar,2020
3034, A Paradise Built in Hell: The Extraordinary Communities That Arise in Disaster,Rebecca Solnit,18.0,6694,History,Aug,2010
3035," Ariel: The Restored Edition: A Facsimile of Plath's Manuscript, Reinstating Her Original Selection and Arrangement",Sylvia Plath,15.99,6696,Poetry,Mar,2018
3036, The Patron Saint of Liars: A Novel,Ann Patchett,15.99,6698,Fiction,Apr,2011
3037, Cityblock,Christopher Franceschelli,16.95,6699,Juvenile Fiction,Sep,2016
3038, Soul Full of Coal Dust: A Fight for Breath and Justice in Appalachia,Chris Hamby,30.0,6700,Nature,Aug,2020
3039, Love You Forever,Robert Munsch,14.95,6702,Juvenile Fiction,Sep,1995
3040, Love Can Come in Many Ways,Terry Pierce,12.99,6710,Juvenile Fiction,Oct,2020
3041, Valley of the Dolls 50th Anniversary Edition,Jacqueline Susann,16.0,6711,Fiction,Jul,2016
3042, Looking for Lorraine: The Radiant and Radical Life of Lorraine Hansberry,Imani Perry,17.95,6712,History,Sep,2019
3043, Silver Sparrow: A Novel,Tayari Jones,16.95,6713,Fiction,May,2012
3044, Amina's Voice,Hena Khan,7.99,6716,Juvenile Fiction,May,2018
3045, The Moon Keeper,Zosienka,17.99,6718,Juvenile Fiction,Mar,2020
3046," Heirloom: Time-Honored Techniques, Nourishing Traditions, and Modern Recipes",Sarah Owens,35.0,6723,Cooking,Sep,2019
3047, The Moviegoer: A Novel,Walker Percy,16.0,6727,Fiction,Jan,2019
3048," Panda Bear, Panda Bear, What Do You See?","Jr, Bill Martin",8.99,6741,Juvenile Fiction,Jul,2006
3049, Crossing to Safety,Wallace Stegner,17.0,6743,Fiction,Apr,2002
3050, The Black Flamingo,Dean Atta,18.99,6747,Young Adult Fiction,May,2020
3051," Click, Clack, Moo/Ready-to-Read: Cows That Type",Doreen Cronin,4.99,6748,Juvenile Fiction,Dec,2016
3052, The Big Book of Birds,Yuval Zommer,19.95,6749,Juvenile Nonfiction,Jun,2019
3053, Fever Dream: A Novel,Samanta Schweblin,16.0,6750,Fiction,Mar,2018
3054, Pegasus Pocket-Sized Decomposition Book: Ruled,Michael Roger Press,5.0,6753,Reference,Feb,2014
3055, Subtle Knife,Philip Pullman,8.99,6755,Juvenile Fiction,May,2001
3056, I Was Told It Would Get Easier,Abbi Waxman,16.0,6758,Fiction,Jun,2020
3057, Just Like Me,Vanessa Brantley-Newton,17.99,6759,Juvenile Fiction,Jan,2020
3058, Fox & Rabbit,Beth Ferry,12.99,6763,Juvenile Fiction,Apr,2020
3059, The Beautiful and Damned,F Scott Fitzgerald,12.0,6767,Fiction,Aug,2010
3060, Spook: Science Tackles the Afterlife,Mary Roach,16.95,6770,"Body, Mind & Spirit",Oct,2006
3061, Didn't See That Coming: Putting Life Back Together When Your World Falls Apart,Rachel Hollis,20.0,6772,Family & Relationships,Sep,2020
3062, Barkskins: A Novel,Annie Proulx,20.0,6773,Fiction,Apr,2017
3063, The Man in the Brown Suit,Agatha Christie,9.95,6774,Fiction,Jan,2020
3064, Brave,Svetlana Chmakova,11.0,6781,Comics & Graphic Novels,May,2017
3065, All My Puny Sorrows,Miriam Toews,16.0,6783,Fiction,Oct,2019
3066, Love Poems for Married People,John Kenney,15.0,6785,Family & Relationships,Dec,2018
3067, Captain Underpants Battle/Bionic Booger Boy 1: The Big Bad Battle of the Bionic Booger Boy 1. Night of the Nasty Nostril Nuggets,Dav Pilkey,5.99,6787,Juvenile Fiction,Aug,2003
3068, Warm Hearts Day: A Branches Book (Owl Diaries #5),Rebecca Elliott,4.99,6788,Juvenile Fiction,Oct,2016
3069, Because Internet: Understanding the New Rules of Language,Gretchen McCulloch,17.0,6797,Language Arts & Disciplines,Jul,2020
3070, See You on Sunday: A Cookbook for Family and Friends,Sam Sifton,35.0,6798,Cooking,Feb,2020
3071, The Peregrine,J A Baker,15.95,6800,Biography & Autobiography,Mar,2005
3072," Dungeons & Dragons Monster Manual (Core Rulebook, D&D Roleplaying Game)",RPG Team Wizards,49.95,6809,Reference,Sep,2014
3073, The Man Who Saw Everything,Deborah Levy,16.0,6810,Fiction,Sep,2020
3074, Dr. Seuss's Spooky Things,Dr Seuss,8.99,6815,Juvenile Fiction,Jul,2019
3075, Five Things About Ava Andrews,Margaret Dilloway,16.99,6820,Juvenile Fiction,Jun,2020
3076, Redbone: The True Story of a Native American Rock Band,Christian Staebler,19.99,6823,Music,Oct,2020
3077, Visitation,Jenny Erpenbeck,15.95,6829,Fiction,Sep,2010
3078, Tikki Tikki Tembo,Arlene Mosel,8.99,6831,Juvenile Fiction,Apr,2007
3079, Women & Power: A Manifesto,Mary Beard,15.95,6835,Social Science,Dec,2017
3080, Minecraft: The End: An Official Minecraft Novel,Catherynne M Valente,17.99,6836,Juvenile Fiction,Dec,2019
3081, The Pout-Pout Fish and the Can't-Sleep Blues,Deborah Diesen,8.99,6839,Juvenile Fiction,Sep,2020
3082, Sid Meier's Memoir!: A Life in Computer Games,Sid Meier,27.95,6841,Biography & Autobiography,Sep,2020
3083, Afterland,Lauren Beukes,28.0,6843,Fiction,Jul,2020
3084, Pippi Longstocking,Astrid Lindgren,8.99,6845,Juvenile Fiction,Aug,2020
3085," Lincoln's Lie: A True Civil War Caper Through Fake News, Wall Street, and the White House",Elizabeth Mitchell,26.0,6846,Political Science,Oct,2020
3086, The Houseguest: And Other Stories,Amparo Davila,14.95,6849,Fiction,Nov,2018
3087, Brain Quest Workbook: 5th Grade,Bridget Heos,12.95,6852,Study Aids,May,2015
3088, Camp,L C Rosen,17.99,6856,Young Adult Fiction,May,2020
3089, And Now She's Gone: A Novel,Rachel Howzell Hall,27.99,6857,Fiction,Sep,2020
3090, My Struggle: Book 3,Karl Ove Knausgaard,17.0,6860,Fiction,Apr,2015
3091, Buildablock,Christopher Franceschelli,16.95,6862,Juvenile Fiction,Sep,2017
3092, Kindred: A Graphic Novel Adaptation,Octavia E Butler,18.99,6867,Comics & Graphic Novels,Jul,2018
3093, Cake: A Cookbook,Maira Kalman,16.0,6870,Art,Apr,2020
3094, Cerca / Close,Juan Felipe Herrera,7.99,6871,Juvenile Nonfiction,Sep,2019
3095, Paris Never Leaves You: A Novel,Ellen Feldman,16.99,6872,Fiction,Aug,2020
3096, Appetites: A Cookbook,Anthony Bourdain,40.0,6875,Biography & Autobiography,Oct,2016
3097, Optic Nerve,Maria Gainza,16.95,6877,Fiction,May,2020
3098, High Fidelity,Nick Hornby,16.0,6880,Fiction,Aug,1996
3099, Where's Waldo Now?,Martin Handford,8.99,6882,Juvenile Fiction,Dec,2019
3100, Olympians: Apollo: The Brilliant One,George O'Connor,10.99,6885,Comics & Graphic Novels,Jan,2016
3101, National Geographic Little Kids First Big Book of Science,Kathleen Zoehfeld,14.99,6887,Juvenile Nonfiction,Mar,2019
3102, I Contain Multitudes: The Microbes Within Us and a Grander View of Life,Ed Yong,17.99,6890,Medical,Jan,2018
3103, Hieroglyphics,Jill McCorkle,26.95,6896,Fiction,Jul,2020
3104, There Will Be No Miracles Here: A Memoir,Casey Gerald,17.0,6898,Social Science,Oct,2019
3105, The English Patient,Michael Ondaatje,16.95,6905,Fiction,Nov,1993
3106, A Sand Book,Ariana Reines,17.95,6911,Poetry,Feb,2020
3107, The Complete Cosmicomics,Italo Calvino,16.99,6921,Fiction,Sep,2015
3108, The Psychopath Test: A Journey Through the Madness Industry,Jon Ronson,17.0,6925,Biography & Autobiography,May,2012
3109, Stalingrad,Vasily Grossman,27.95,6926,Fiction,Jun,2019
3110, Copper Sun,Sharon M Draper,11.99,6927,Young Adult Fiction,Jan,2008
3111," Pass the Ball, Mo!",David A Adler,4.99,6928,Juvenile Fiction,Jan,2019
3112, Fox in Socks: Dr. Seuss's Book of Tongue Tanglers,Dr Seuss,4.99,6932,Juvenile Fiction,Dec,2011
3113," Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,16.95,6934,Social Science,Mar,2011
3114, The Honjin Murders,Seishi Yokomizo,14.95,6940,Fiction,Aug,2020
3115, Magical Creatures and Mythical Beasts: Flashlight Illuminates more than 50 Magical Beasts!,Victo Ngai,29.99,6947,Juvenile Fiction,Nov,2020
3116, The Alphabet's Alphabet,Chris Harris,17.99,6948,Juvenile Nonfiction,Sep,2020
3117," Superpowered: Transform Anxiety into Courage, Confidence, and Resilience",Renee Jain,17.99,6951,Juvenile Nonfiction,Sep,2020
3118, Cat Donuts Color Magic Bath Book,Mudpuppy,9.99,6958,Juvenile Fiction,Aug,2020
3119, Mister Shivers: Beneath the Bed and Other Scary Stories: An Acorn Book,Max Brallier,4.99,6959,Juvenile Fiction,Sep,2019
3120, Hilda and the Midnight Giant,Luke Pearson,10.99,6961,Juvenile Fiction,Apr,2016
3121, Percy Jackson and the Olympians The Battle of the Labyrinth: The Graphic Novel (Percy Jackson and the Olympians),Rick Riordan,12.99,6962,Juvenile Fiction,Oct,2018
3122, Claudia and the New Girl (The Baby-sitters Club #12),Ann M Martin,6.99,6968,Juvenile Nonfiction,Nov,2020
3123, Bruce Springsteen: All the Songs: The Story Behind Every Track,Philippe Margotin,60.0,6969,Music,Oct,2020
3124, The Blackbird Girls,Anne Blankman,17.99,6971,Juvenile Fiction,Mar,2020
3125, Lion vs. Tiger (Who Would Win?),Jerry Pallotta,3.99,6975,Juvenile Nonfiction,Jan,2016
3126, Fresh Complaint: Stories,Jeffrey Eugenides,17.0,6980,Fiction,Oct,2018
3127, Uni the Unicorn and the Dream Come True,Amy Krouse Rosenthal,17.99,6984,Juvenile Fiction,Aug,2017
3128," World of Eric Carle, Brown Bear 4 in a Box Puzzle Set",Eric Carle,14.99,6985,Puzzles,Jun,2019
3129, Agency,William Gibson,28.0,6989,Fiction,Jan,2020
3130, The History of Living Forever: A Novel,Jake Wolff,18.0,6991,Fiction,Sep,2020
3131," TouchThinkLearn: 123: (Childrens Books Ages 1-3, Interactive Books for Toddlers, Board Books for Toddlers)",Xavier Deneux,24.99,6996,Juvenile Nonfiction,Oct,2018
3132," Vanguard: How Black Women Broke Barriers, Won the Vote, and Insisted on Equality for All",Martha S Jones,30.0,6997,Biography & Autobiography,Sep,2020
3133, Unplugged Play: Preschool: 233 Activities & Games for Ages 3-5,Bobbi Conner,12.95,7001,Family & Relationships,Aug,2020
3134, Dragon Gets By: An Acorn Book (Dragon #3),Dav Pilkey,4.99,7002,Juvenile Fiction,Dec,2019
3135, Celestial Bodies,Jokha Alharthi,16.95,7003,Fiction,Oct,2019
3136, Bill Cunningham: On the Street: Five Decades of Iconic Photography,York Times New,65.0,7006,Art,Sep,2019
3137," Mindy Kim, Class President",Lyla Lee,5.99,7009,Juvenile Fiction,Sep,2020
3138, Little Big Bully,Heid E Erdrich,20.0,7013,Poetry,Oct,2020
3139, Malina,Ingeborg Bachmann,16.95,7017,Fiction,Jun,2019
3140, The Invisible Boy,Trudy Ludwig,17.99,7021,Juvenile Fiction,Oct,2013
3141, Dragon's Halloween: An Acorn Book (Dragon #4),Dav Pilkey,4.99,7024,Juvenile Fiction,Jul,2020
3142, The Verso Book of Feminism: Revolutionary Words from Four Millennia of Rebellion,Jessie Kindig,19.95,7030,Political Science,Oct,2020
3143, We Set the Dark on Fire,Tehlor Kay Mejia,10.99,7031,Young Adult Fiction,Jan,2020
3144, Reality Is Not What It Seems: The Journey to Quantum Gravity,Carlo Rovelli,17.0,7033,Science,Jan,2018
3145, Another Monster at the End of This Book (Sesame Street),Jon Stone,4.99,7036,Juvenile Fiction,Dec,1999
3146, The Poet X,Elizabeth Acevedo,17.99,7038,Young Adult Fiction,Mar,2018
3147, Gut: The Inside Story of Our Body's Most Underrated Organ (Revised Edition),Giulia Enders,17.95,7041,Health & Fitness,Mar,2018
3148, It's Trevor Noah: Born a Crime: Stories from a South African Childhood (Adapted for Young Readers),Trevor Noah,17.99,7042,Juvenile Nonfiction,Apr,2019
3149, Who Would Win? Tyrannosaurus Rex vs. Velociraptor,Jerry Pallotta,3.99,7049,Juvenile Nonfiction,Jan,2016
3150, The Mighty Heart of Sunny St. James,Ashley Herring Blake,7.99,7050,Juvenile Fiction,Mar,2020
3151, Stay with Me: A novel,Ayobami Adebayo,16.0,7058,Fiction,Jul,2018
3152, Zahav: A World of Israeli Cooking,Michael Solomonov,35.0,7061,Cooking,Oct,2015
3153, Everything I Need to Know I Learned from Mister Rogers' Neighborhood: Wonderful Wisdom from Everyone's Favorite Neighbor,Melissa Wagner,15.0,7067,Family & Relationships,Sep,2019
3154, After Me Comes the Flood: A Novel,Sarah Perry,16.99,7070,Fiction,Mar,2020
3155, The Yiddish Policemen's Union: A Novel,Michael Chabon,16.99,7074,Fiction,Apr,2008
3156, The Butterfly Effect: Insects and the Making of the Modern World,Edward D Melillo,27.95,7075,Science,Aug,2020
3157," National Geographic Kids World Atlas, 5th Edition",National Geographic Kids,14.99,7079,Juvenile Nonfiction,Jul,2018
3158," The Eternity Code (Artemis Fowl, Book 3)",Eoin Colfer,8.99,7083,Juvenile Fiction,Nov,2018
3159, Nine Stories,J D Salinger,16.99,7087,Fiction,Nov,2018
3160, Listen to My Trumpet! (An Elephant and Piggie Book),Mo Willems,9.99,7092,Juvenile Fiction,Feb,2012
3161, Confessions of a Bookseller,Shaun Bythell,25.95,7098,Antiques & Collectibles,Apr,2020
3162, Alex & Eliza,Melissa de la Cruz,10.99,7102,Young Adult Fiction,Jan,2020
3163, Spaced Out,Stuart Gibbs,8.99,7103,Juvenile Fiction,Apr,2017
3164, Who Ate the First Oyster?: The Extraordinary People Behind the Greatest Firsts in History,Cody Cassidy,17.0,7107,Humor,May,2020
3165, Jamberry,Bruce Degen,7.99,7109,Juvenile Fiction,Jan,2008
3166, Illuminae,Amie Kaufman,12.99,7113,Young Adult Fiction,Apr,2017
3167, The Collected Stories of Lydia Davis,Lydia Davis,25.0,7114,Fiction,Oct,2010
3168, Minecraft: Guide to Enchantments & Potions,Ab Mojang,11.99,7123,Games & Activities,May,2018
3169, What Does an Anteater Eat?,Ross Collins,7.99,7125,Juvenile Fiction,Aug,2020
3170, Whisper Network: A Novel,Chandler Baker,16.99,7127,Fiction,Jul,2020
3171, Miles Morales: Spider-Man Vol. 1: Straight Out of Brooklyn,Saladin Ahmed,17.99,7131,Comics & Graphic Novels,Jul,2019
3172, The One and Only Ivan: New Friends,Colin Hosten,4.99,7133,Juvenile Fiction,Jul,2020
3173," Parisian Lives: Samuel Beckett, Simone de Beauvoir, and Me: A Memoir",Deirdre Bair,16.95,7134,Biography & Autobiography,Oct,2020
3174, The Bell in the Lake: A Novel,Lars Mytting,27.0,7138,Fiction,Sep,2020
3175, Captain Underpants & the Preposterous Plight of the Purple Potty People,Dav Pilkey,5.99,7140,Juvenile Fiction,Aug,2006
3176, White Girls,Hilton Als,17.0,7141,Biography & Autobiography,Jul,2019
3177, The Handmaid's Tale (Graphic Novel): A Novel,Margaret Atwood,22.95,7145,Comics & Graphic Novels,Mar,2019
3178, Before You Suffocate Your Own Fool Self,Danielle Evans,16.0,7148,Fiction,Sep,2011
3179, In Other Words,Jhumpa Lahiri,16.0,7151,Travel,Feb,2017
3180, Lunch Lady and the Cyborg Substitute: Lunch Lady #1,Jarrett J Krosoczka,6.99,7152,Juvenile Fiction,Jul,2009
3181, Strip Tease,Carl Hiaasen,15.95,7156,Fiction,Aug,2020
3182," The British Are Coming: The War for America, Lexington to Princeton, 1775-1777",Rick Atkinson,18.99,7160,History,Apr,2020
3183, The Sneetches and Other Stories,Dr Seuss,16.99,7161,Juvenile Fiction,Aug,1961
3184, The Care and Feeding of Ravenously Hungry Girls,Anissa Gray,16.0,7163,Fiction,Jan,2020
3185, By the Slice Decomposition Book,Michael Roger Inc,10.0,7165,Reference,Nov,2017
3186, A Wish in the Dark,Christina Soontornvat,17.99,11308,Juvenile Fiction,Mar,2020
3187, Inkheart,Cornelia Funke,10.99,7170,Juvenile Fiction,Jun,2005
3188," Imperfect Union: How Jessie and John Fremont Mapped the West, Invented Celebrity, and Helped Cause the Civil War",Steve Inskeep,32.0,7172,History,Jan,2020
3189, Sharks in the Time of Saviors: A Novel,Kawai Strong Washburn,27.0,7173,Fiction,Mar,2020
3190, Home,Carson Ellis,17.99,7176,Juvenile Fiction,Feb,2015
3191, Welcome to the New World,Jake Halpern,21.99,7177,Social Science,Sep,2020
3192, 2021 The World of Maira Kalman Wall Calendar,Workman Calendars,19.99,7179,Art,Jul,2020
3193, The Princess and the Pea,Hans Christian Andersen,4.99,7180,Juvenile Fiction,Jan,2013
3194, The Gifted School: A Novel,Bruce Holsinger,17.0,7183,Fiction,Jun,2020
3195, Selected Poems,Federico Garcia Lorca,15.95,7185,Poetry,Jun,2013
3196, I'm a Snowplow,Dennis R Shealy,4.99,7186,Juvenile Fiction,Sep,2020
3197, St. Lucy's Home for Girls Raised by Wolves,Karen Russell,16.0,7192,Fiction,Aug,2007
3198," Tell Them of Battles, Kings, and Elephants",Mathias Enard,14.95,7193,Fiction,Oct,2019
3199," National Geographic Readers: Martin Luther King, Jr.",Kitson Jazynka,4.99,7196,Juvenile Nonfiction,Dec,2012
3200, Huggy Kissy,Leslie Patricelli,9.99,7199,Juvenile Fiction,Nov,2019
3201, River of Shadows: Eadweard Muybridge and the Technological Wild West,Rebecca Solnit,18.0,7204,History,Mar,2004
3202, Biscuit Loves the Park,Alyssa Satin Capucilli,4.99,7208,Juvenile Fiction,Dec,2018
3203, The Evil Princess vs. the Brave Knight: Take Turns,Jennifer L Holm,4.99,7209,Juvenile Fiction,Jul,2020
3204," Uni the Unicorn: A 3-in-1 Card Deck: Card Games Include Go Fish, Concentration, and Snap",Amy Krouse Rosenthal,12.99,7210,Juvenile Fiction,Jun,2020
3205, Rusty Brown,Chris Ware,35.0,7212,Comics & Graphic Novels,Sep,2019
3206, Advice Not Given: A Guide to Getting Over Yourself,Mark Epstein,16.0,7213,Biography & Autobiography,Jan,2019
3207, Love Is Powerful,Heather Dean Brewer,16.99,7214,Juvenile Fiction,Sep,2020
3208, Lucky Jim,Kingsley Amis,15.95,7215,Fiction,Oct,2012
3209, Daughter of Black Lake: A Novel,Cathy Marie Buchanan,28.0,7225,Fiction,Oct,2020
3210, Brain on Fire: My Month of Madness,Susannah Cahalan,16.0,7227,Medical,Aug,2013
3211, Start with a Scribble: Drawing for the Artistically Undiscovered,Quentin Blake,19.95,7230,Art,Aug,2020
3212, The Honey-Don't List,Christina Lauren,16.0,7231,Fiction,Mar,2020
3213, Ordinary Girls: A Memoir,Jaquira Diaz,16.95,7238,Family & Relationships,Jun,2020
3214, Bird & Squirrel All or Nothing (Bird & Squirrel #6),James Burks,9.99,7241,Juvenile Fiction,Apr,2020
3215, Salt: A World History,Mark Kurlansky,18.0,7242,Cooking,Jan,2003
3216, If I Had Two Wings: Stories,Randall Kenan,25.95,7248,Fiction,Aug,2020
3217," Oh, the Thinks You Can Think",Dr Seuss,9.99,7254,Juvenile Fiction,Aug,1975
3218, Copy Cat! Playing Cards to Go,Emily Balsley,7.99,7259,Games,Jun,2019
3219, The Curious Incident of the Dog in the Night-Time,Mark Haddon,15.0,7260,Fiction,May,2004
3220, Hilda and the Black Hound: Hilda Book 4,Luke Pearson,10.99,7262,Juvenile Fiction,Aug,2017
3221, The Dog Stars,Peter Heller,16.0,7265,Fiction,May,2013
3222," Stella Endicott and the Anything-Is-Possible Poem: Tales from Deckawoo Drive, Volume Five",Kate DiCamillo,14.99,7267,Juvenile Fiction,Jun,2020
3223, Fire in Paradise: An American Tragedy,Alastair Gee,26.95,7270,Social Science,May,2020
3224, York: The Shadow Cipher,Laura Ruby,7.99,7272,Juvenile Fiction,May,2018
3225, Black Boy [Seventy-fifth Anniversary Edition],Richard Wright,17.99,7274,Social Science,Feb,2020
3226, Binti,Nnedi Okorafor,9.99,7276,Fiction,Sep,2015
3227, The Colossus of New York,Colson Whitehead,16.0,7281,Travel,Oct,2004
3228, Tale of Peter Rabbit,Beatrix Potter,7.99,7282,Juvenile Fiction,Mar,2002
3229, Capital and Ideology,Thomas Piketty,39.95,7284,Business & Economics,Mar,2020
3230, A Short History of Nearly Everything,Bill Bryson,20.0,7290,Science,Sep,2004
3231, What Happens in Paradise,Elin Hilderbrand,16.99,7291,Fiction,Sep,2020
3232, Olympians: Aphrodite: Goddess of Love,George O'Connor,10.99,7294,Juvenile Fiction,Dec,2013
3233, Master of Poisons,Andrea Hairston,27.99,7295,Fiction,Sep,2020
